iter	Accuracy	Logloss
882	0.8788885533	0.2869277286
883	0.8790395651	0.2866570357
884	0.8796436122	0.2866016084
885	0.879794624	0.2864792699
886	0.8796436122	0.2863775267
887	0.8793415886	0.2862606086
888	0.879794624	0.2861959298
889	0.879794624	0.286189529
890	0.8796436122	0.2860635807
891	0.8794926004	0.2859406703
892	0.8796436122	0.2858623845
893	0.8794926004	0.2857642756
894	0.8794926004	0.2856647425
895	0.8796436122	0.2855305262
896	0.8796436122	0.2853280894
897	0.8796436122	0.2852739616
898	0.879794624	0.2851782026
899	0.879794624	0.2851621175
900	0.879794624	0.2851109272
901	0.8800966475	0.285043758
902	0.8800966475	0.2849248642
903	0.8803986711	0.2847846986
904	0.8796436122	0.2845854432
905	0.8796436122	0.2845682031
906	0.879794624	0.2845155388
907	0.879794624	0.2844209922
908	0.879794624	0.2843835395
909	0.879794624	0.2842667325
910	0.8799456358	0.2841010839
911	0.8800966475	0.284045689
912	0.8802476593	0.2839061873
913	0.8799456358	0.2837653053
914	0.8799456358	0.2837150576
915	0.879794624	0.2836545589
916	0.8800966475	0.2835824484
917	0.8800966475	0.2835698548
918	0.8799456358	0.2834057877
919	0.8802476593	0.2832786228
920	0.8802476593	0.2832723025
921	0.8800966475	0.2831614822
922	0.8800966475	0.2830553125
923	0.8800966475	0.2830199207
924	0.8800966475	0.2829466638
925	0.8807006947	0.2828166675
926	0.8803986711	0.2826831138
927	0.8807006947	0.282616924
928	0.8807006947	0.2825000765
929	0.8807006947	0.2823242666
930	0.8808517064	0.282229911
931	0.8808517064	0.282156585
932	0.8808517064	0.2820142142
933	0.8808517064	0.2819952027
934	0.8810027182	0.2819639713
935	0.8810027182	0.2819469891
936	0.8807006947	0.281633455
937	0.8810027182	0.2815170477
938	0.8810027182	0.2814754695
939	0.8813047418	0.2813396105
940	0.8814557535	0.2812603434
941	0.8813047418	0.2811921876
942	0.88115373	0.2810548741
943	0.8819087889	0.2809854824
944	0.8817577771	0.2809050603
945	0.8816067653	0.2808353423
946	0.8819087889	0.2806967876
947	0.8819087889	0.2806473645
948	0.8819087889	0.2806122752
949	0.8819087889	0.2805162506
950	0.8820598007	0.2804279076
951	0.8820598007	0.2803666969
952	0.8820598007	0.280306892
953	0.8822108124	0.28017923
954	0.8822108124	0.2801598476
955	0.8822108124	0.2801335702
956	0.8820598007	0.2800948284
957	0.8819087889	0.2799998559
958	0.8820598007	0.2799958165
959	0.8819087889	0.2798955029
960	0.8819087889	0.2797220605
961	0.8819087889	0.2795914043
962	0.8819087889	0.2794649939
963	0.8820598007	0.2794346237
964	0.8822108124	0.2791875424
965	0.8822108124	0.279131736
966	0.8826638478	0.2790426443
967	0.8826638478	0.278936019
968	0.8826638478	0.278748838
969	0.8823618242	0.2786259899
970	0.882512836	0.2785313929
971	0.882512836	0.278512532
972	0.882512836	0.2783850526
973	0.8828148596	0.2783274091
974	0.8834189067	0.2781645668
975	0.8828148596	0.2781328083
976	0.8828148596	0.2780809027
977	0.8828148596	0.2780767268
978	0.8828148596	0.2780668666
979	0.8829658713	0.2779729051
980	0.8829658713	0.2779254159
981	0.8832678949	0.2777543182
982	0.8832678949	0.2776867151
983	0.8835699185	0.277618496
984	0.8835699185	0.2776151154
985	0.8837209302	0.2775067156
986	0.8831168831	0.2773507662
987	0.8831168831	0.2772931747
988	0.8831168831	0.2772032112
989	0.8831168831	0.27715341
990	0.8832678949	0.2770348448
991	0.8832678949	0.2769180131
992	0.8832678949	0.2769083834
993	0.8832678949	0.2768641766
994	0.8831168831	0.2768360439
995	0.8831168831	0.2767417215
996	0.8831168831	0.2766597197
997	0.8829658713	0.2766068941
998	0.883871942	0.2765010319
999	0.8841739656	0.2763014286
